45,200, 152
0, 0, 0, 0, 133, 0, 83, 0, 0, 0, 0, 131, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 47, 0, 0, 0, 0, 0, 165, 0, 151, 0, 0, 0, 0, 0, 0, 0, 
0, 0, 189, 172, 0, 0, 0, 0, 0, 172, 0, 0, 0, 192, 0, 0, 0, 0, 0, 25, 158, 0, 0, 0, 0, 5, 0, 0, 82, 0, 128, 0, 0, 0, 0, 164, 0, 0, 0, 0, 166, 0, 0, 0, 0, 
0, 189, 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 192, 0, 0, 0, 21, 0, 0, 121, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
0, 172, 0, 0, 0, 0, 71, 0, 0, 0, 0, 0, 0, 191, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 186, 0, 0, 0, 0, 0, 0, 0, 179, 66, 0, 0, 0, 73, 108, 0, 0, 0, 0, 0, 111, 
133, 0, 0, 0, 0, 0, 0, 0, 0, 0, 126, 0, 167, 0, 0, 3, 0, 22, 0, 107, 0, 0, 0, 0, 166, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 0, 0, 
0, 0, 35, 0, 0, 0, 0, 64, 0, 0, 0, 0, 68, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 159, 0, 0, 0, 138, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 65, 0, 70, 
83, 0, 0, 71, 0, 0, 0, 0, 166, 0, 79, 0, 0, 0, 89, 0, 0, 0, 0, 0, 121, 129, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 163, 0, 0, 113, 0, 0, 
0, 0, 0, 0, 0, 64, 0, 0, 129, 0, 11, 0, 0, 0, 0, 0, 0, 14, 0, 98, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 175, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 146, 0, 
0, 0, 0, 0, 0, 0, 166, 129, 0, 0, 0, 0, 118, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 68, 183, 0, 0, 0, 0, 0, 163, 0, 0, 
0, 172, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 65, 141, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
0, 0, 0, 0, 126, 0, 79, 11, 0, 0, 0, 0, 0, 0, 4, 108, 0, 0, 0, 0, 0, 0, 0, 0, 122, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 
131, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 124, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 183, 0, 0, 0, 91, 0, 0, 0, 0, 0, 28, 196, 0, 0, 0, 0, 0, 0, 0, 
0, 0, 0, 0, 167, 68, 0, 0, 118, 0, 0, 0, 0, 0, 0, 0, 188, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 92, 0, 127, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
0, 192, 0, 191, 0, 0, 0, 0, 0, 0, 0, 124, 0, 0, 0, 3, 0, 0, 0, 0, 0, 107, 0, 0, 103, 0, 0, 0, 179, 0, 139, 0, 0, 65, 0, 0, 96, 0, 0, 0, 0, 0, 0, 0, 0, 
0, 0, 192, 0, 0, 0, 89, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 106, 0, 0, 0, 14, 0, 0, 0, 156, 171, 0, 0, 0, 0, 0, 71, 0, 0, 
0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 108, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 102, 0, 0, 0, 147, 0, 0, 0, 72, 0, 0, 0, 0, 15, 0, 190, 24, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 188, 0, 0, 0, 0, 0, 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 74, 0, 0, 0, 0, 137, 0, 129, 0, 2, 0, 0, 
0, 0, 0, 0, 22, 5, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 116, 0, 143, 0, 0, 179, 0, 0, 0, 76, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 
0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 174, 123, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
0, 25, 0, 0, 107, 0, 0, 98, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 143, 176, 0, 0, 0, 0, 128, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
0, 158, 0, 0, 0, 0, 121, 0, 0, 65, 0, 0, 0, 0, 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 87, 0, 0, 0, 0, 0, 165, 0, 0, 136, 
0, 0, 121, 0, 0, 0, 129, 0, 0, 141, 0, 0, 0, 107, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 116, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 138, 137, 0, 0, 0, 0, 0, 89, 0, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
0, 0, 0, 186, 166, 159, 0, 0, 0, 19, 122, 0, 0, 103, 0, 0, 0, 143, 0, 0, 0, 0, 0, 0, 0, 162, 0, 188, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 195, 194, 0, 118, 0, 0, 0, 
10, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 162, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 
0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 183, 0, 0, 0, 102, 0, 0, 174, 143, 0, 0, 0, 0, 0, 0, 0, 0, 0, 158, 196, 0, 0, 0, 0, 0, 0, 0, 0, 92, 0, 163, 0, 174, 0, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 92, 0, 106, 0, 0, 179, 123, 176, 0, 0, 0, 0, 188, 0, 0, 0, 151, 0, 0, 32, 0, 0, 0, 0, 0, 53, 0, 0, 0, 0, 0, 0, 0, 
0, 82, 0, 0, 0, 138, 0, 0, 0, 0, 0, 0, 0, 179, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 151, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 59, 0, 0, 0, 46, 78, 0, 
47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 127, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 158, 0, 0, 0, 0, 0, 0, 0, 0, 61, 0, 169, 0, 0, 0, 0, 0, 0, 0, 
0, 128, 0, 0, 0, 0, 0, 0, 0, 0, 0, 91, 0, 139, 0, 147, 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 196, 0, 0, 0, 0, 0, 0, 0, 0, 66, 0, 0, 0, 0, 0, 0, 71, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 175, 0, 0, 0, 0, 0, 0, 14, 0, 0, 76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 
0, 0, 0, 179, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 128, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 
0, 0, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 65, 0, 0, 74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 142, 0, 0, 0, 0, 0, 
165, 164, 0, 0, 0, 0, 0, 0, 68, 0, 0, 0, 0, 0, 156, 0, 0, 0, 0, 0, 87, 0, 0, 0, 0, 0, 0, 0, 0, 61, 66, 0, 0, 0, 0, 0, 0, 86, 0, 0, 0, 113, 0, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 0, 183, 0, 0, 28, 0, 96, 171, 0, 0, 0, 0, 0, 0, 0, 138, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
151, 0, 0, 73, 0, 0, 0, 0, 0, 0, 0, 196, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 137, 0, 0, 0, 0, 53, 0, 169, 0, 0, 0, 0, 0, 86, 0, 0, 0, 0, 0, 90, 0, 0, 0, 
0, 0, 0, 108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 137, 0, 0, 0, 0, 0, 0, 0, 195, 0, 0, 0, 59, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 0, 163, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 194, 33, 92, 0, 0, 0, 0, 0, 0, 0, 142, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 
0, 166, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 129, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 150, 0, 133, 0, 0, 157, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 190, 0, 0, 0, 0, 165, 0, 0, 0, 118, 0, 163, 0, 0, 0, 0, 0, 0, 0, 0, 113, 0, 90, 0, 0, 133, 0, 0, 0, 0, 
0, 0, 0, 0, 30, 65, 113, 27, 163, 0, 0, 0, 0, 0, 71, 24, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 0, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 
